F2 Ground,F2 Clinch,F2 Distance,F2 Leg,F2 Body,F2 Head,F1 Ground,F1 Clinch,F1 Distance,F1 Leg,F1 Body,F1 Head,F2 Control Time,F2 Reversals,F2 Sub Attacks,F2 Takedown Perc,F2 Takedowns,F2 Total Strikes,F2 Sig Strike Perc,F2 Sig Strikes,F2 Knockdowns,F1 Control Time,F1 Reversals,F1 Sub Attacks,F1 Takedown Perc,F1 Takedowns,F1 Total Strikes,F1 Sig Strike Perc,F1 Sig Strikes,F1 Knockdowns,Round,Fight Link
0 of 0,1 of 3,8 of 32,4 of 7,2 of 6,3 of 22,7 of 9,3 of 3,10 of 15,3 of 3,6 of 6,11 of 18,0:00,0,0,---,0 of 0,11 of 37,25%,9 of 35,0,0:09,0,0,---,0 of 0,23 of 30,74%,20 of 27,1,2,http://ufcstats.com/fight-details/ca263e46051261e2
0 of 0,0 of 0,2 of 4,1 of 1,1 of 2,0 of 1,3 of 7,0 of 0,3 of 5,3 of 4,1 of 2,2 of 6,0:06,0,0,---,0 of 0,3 of 5,50%,2 of 4,0,0:35,0,2,100%,1 of 1,7 of 13,50%,6 of 12,0,1,http://ufcstats.com/fight-details/7a4e5bcd7336d203
0 of 0,1 of 1,7 of 20,0 of 0,1 of 5,7 of 16,0 of 0,11 of 12,24 of 53,7 of 7,3 of 3,25 of 55,0:17,0,0,0%,0 of 6,10 of 23,38%,8 of 21,0,1:29,0,0,---,0 of 0,38 of 68,53%,35 of 65,0,1,http://ufcstats.com/fight-details/e8a167bb84082832
0 of 0,4 of 5,15 of 27,1 of 1,5 of 7,13 of 24,1 of 2,8 of 8,10 of 29,6 of 7,1 of 3,12 of 29,0:25,0,0,0%,0 of 5,19 of 32,59%,19 of 32,0,2:16,0,0,100%,1 of 1,24 of 44,48%,19 of 39,0,2,http://ufcstats.com/fight-details/e8a167bb84082832
25 of 29,0 of 0,4 of 10,0 of 0,0 of 0,29 of 39,2 of 4,0 of 0,8 of 28,2 of 2,1 of 1,7 of 29,3:11,0,0,100%,1 of 1,43 of 55,74%,29 of 39,0,0:40,1,0,---,0 of 0,15 of 37,31%,10 of 32,0,3,http://ufcstats.com/fight-details/e8a167bb84082832
0 of 0,3 of 3,19 of 68,4 of 4,7 of 10,11 of 57,0 of 0,14 of 17,51 of 75,6 of 6,10 of 11,49 of 75,0:04,0,0,0%,0 of 3,36 of 85,30%,22 of 71,0,1:05,0,0,---,0 of 0,66 of 93,70%,65 of 92,1,1,http://ufcstats.com/fight-details/fd230ba169b3f2b6
0 of 0,1 of 2,15 of 61,3 of 5,5 of 9,8 of 49,0 of 0,2 of 5,20 of 53,9 of 9,3 of 7,10 of 42,0:00,0,0,---,0 of 0,16 of 63,25%,16 of 63,0,0:00,0,0,0%,0 of 1,22 of 58,37%,22 of 58,0,1,http://ufcstats.com/fight-details/7a37fd92b26d15c8
0 of 0,0 of 0,10 of 49,2 of 3,1 of 4,7 of 42,0 of 0,0 of 0,18 of 56,6 of 7,0 of 0,12 of 49,0:00,0,0,---,0 of 0,11 of 50,20%,10 of 49,0,0:00,0,0,---,0 of 0,18 of 56,32%,18 of 56,0,2,http://ufcstats.com/fight-details/7a37fd92b26d15c8
0 of 0,0 of 0,4 of 14,2 of 2,1 of 3,1 of 9,0 of 1,0 of 0,4 of 13,1 of 1,1 of 1,2 of 12,0:00,0,0,---,0 of 0,4 of 14,28%,4 of 14,0,0:06,0,2,---,0 of 0,4 of 14,28%,4 of 14,0,3,http://ufcstats.com/fight-details/7a37fd92b26d15c8
5 of 6,4 of 6,7 of 14,0 of 1,4 of 4,12 of 21,0 of 0,0 of 0,4 of 12,0 of 2,2 of 3,2 of 7,0:01,0,0,---,0 of 0,21 of 31,61%,16 of 26,0,0:59,0,1,33%,1 of 3,5 of 13,33%,4 of 12,0,1,http://ufcstats.com/fight-details/90d50fb7e2bf789e
0 of 0,10 of 11,14 of 35,1 of 1,12 of 12,11 of 33,0 of 0,0 of 0,5 of 20,0 of 0,2 of 3,3 of 17,0:10,0,0,---,0 of 0,30 of 53,52%,24 of 46,0,1:09,0,1,33%,1 of 3,6 of 21,25%,5 of 20,0,1,http://ufcstats.com/fight-details/d391ca8154bcf507
0 of 0,7 of 9,10 of 26,4 of 4,4 of 4,9 of 27,0 of 0,12 of 14,12 of 25,8 of 10,8 of 10,8 of 19,0:39,0,0,0%,0 of 1,34 of 61,48%,17 of 35,0,0:57,0,0,---,0 of 0,41 of 57,61%,24 of 39,0,1,http://ufcstats.com/fight-details/77c1e127c1be9983
0 of 0,3 of 3,12 of 24,1 of 1,6 of 7,8 of 19,0 of 0,7 of 7,13 of 28,4 of 5,10 of 11,6 of 19,1:06,0,0,0%,0 of 2,23 of 35,55%,15 of 27,0,0:56,0,0,100%,1 of 1,30 of 45,57%,20 of 35,0,2,http://ufcstats.com/fight-details/77c1e127c1be9983
0 of 0,3 of 8,33 of 97,4 of 6,6 of 14,26 of 85,0 of 0,6 of 7,35 of 71,6 of 7,12 of 14,23 of 57,1:18,0,0,---,0 of 0,48 of 124,34%,36 of 105,0,0:21,0,0,0%,0 of 2,51 of 89,52%,41 of 78,0,3,http://ufcstats.com/fight-details/77c1e127c1be9983
1 of 2,0 of 0,2 of 17,0 of 1,0 of 0,3 of 18,4 of 4,0 of 0,8 of 9,2 of 3,0 of 0,10 of 10,1:21,0,1,66%,2 of 3,5 of 21,15%,3 of 19,0,0:25,0,0,---,0 of 0,12 of 15,92%,12 of 13,1,1,http://ufcstats.com/fight-details/fc91f1e448f35797
5 of 5,0 of 0,0 of 2,2 of 2,1 of 1,2 of 4,0 of 0,0 of 0,0 of 4,0 of 0,0 of 0,0 of 4,4:14,0,0,50%,2 of 4,46 of 55,71%,5 of 7,0,0:16,1,0,---,0 of 0,3 of 7,0%,0 of 4,0,1,http://ufcstats.com/fight-details/0071c5d16e6e07f6
0 of 0,0 of 0,1 of 2,0 of 0,0 of 0,1 of 2,6 of 9,0 of 0,0 of 4,0 of 0,0 of 0,6 of 13,0:24,0,0,0%,0 of 1,1 of 2,50%,1 of 2,0,0:42,0,0,---,0 of 0,31 of 41,46%,6 of 13,0,2,http://ufcstats.com/fight-details/0071c5d16e6e07f6
0 of 0,2 of 4,7 of 30,1 of 1,2 of 5,6 of 28,13 of 20,3 of 3,8 of 31,0 of 0,2 of 3,22 of 51,0:00,0,0,---,0 of 0,9 of 34,26%,9 of 34,0,1:51,0,0,0%,0 of 4,31 of 63,44%,24 of 54,1,1,http://ufcstats.com/fight-details/8360accf6f70ebc4
0 of 0,0 of 0,2 of 4,1 of 1,0 of 0,1 of 3,2 of 2,0 of 1,6 of 12,0 of 1,1 of 1,7 of 13,0:00,0,0,---,0 of 0,6 of 8,50%,2 of 4,0,3:08,0,0,66%,2 of 3,16 of 25,53%,8 of 15,0,2,http://ufcstats.com/fight-details/8360accf6f70ebc4
0 of 0,0 of 0,2 of 6,0 of 0,0 of 0,2 of 6,2 of 4,0 of 0,1 of 4,0 of 0,0 of 0,3 of 8,0:05,0,0,0%,0 of 2,3 of 9,33%,2 of 6,0,0:59,0,1,50%,1 of 2,12 of 18,37%,3 of 8,0,3,http://ufcstats.com/fight-details/8360accf6f70ebc4
0 of 0,0 of 0,1 of 6,0 of 0,0 of 0,1 of 6,3 of 4,1 of 1,1 of 1,1 of 1,2 of 2,2 of 3,0:00,0,0,---,0 of 0,18 of 23,16%,1 of 6,0,4:46,0,0,50%,1 of 2,56 of 64,83%,5 of 6,0,1,http://ufcstats.com/fight-details/be7b9301e7c689c1
0 of 0,0 of 0,2 of 5,0 of 0,1 of 1,1 of 4,4 of 4,0 of 0,2 of 2,2 of 2,0 of 0,4 of 4,0:19,0,2,---,0 of 0,27 of 31,40%,2 of 5,0,3:50,0,0,0%,0 of 2,46 of 49,100%,6 of 6,0,2,http://ufcstats.com/fight-details/be7b9301e7c689c1
0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,12 of 12,0 of 0,1 of 2,0 of 0,11 of 11,2 of 3,0:00,0,1,0%,0 of 1,9 of 9,---,0 of 0,0,4:32,0,0,100%,1 of 1,54 of 64,92%,13 of 14,0,3,http://ufcstats.com/fight-details/be7b9301e7c689c1
0 of 0,1 of 1,6 of 20,1 of 2,1 of 1,5 of 18,4 of 5,0 of 1,2 of 7,1 of 1,0 of 0,5 of 12,1:20,0,0,66%,2 of 3,9 of 23,33%,7 of 21,0,1:07,0,1,25%,1 of 4,26 of 33,46%,6 of 13,0,1,http://ufcstats.com/fight-details/37e0251af7b18742
0 of 0,0 of 0,4 of 7,1 of 1,0 of 0,3 of 6,11 of 12,0 of 0,8 of 12,2 of 2,1 of 1,16 of 21,0:00,0,0,---,0 of 0,4 of 7,57%,4 of 7,0,0:45,0,1,100%,1 of 1,38 of 44,79%,19 of 24,0,1,http://ufcstats.com/fight-details/f4bdf10856c1760e
0 of 0,0 of 0,3 of 4,0 of 0,0 of 0,3 of 4,0 of 0,4 of 5,7 of 18,0 of 0,0 of 0,11 of 23,0:00,0,0,---,0 of 0,3 of 4,75%,3 of 4,0,0:01,0,0,---,0 of 0,11 of 23,47%,11 of 23,1,1,http://ufcstats.com/fight-details/26cdaf7cf575f656
0 of 0,4 of 4,9 of 19,11 of 13,1 of 1,1 of 9,3 of 3,1 of 2,7 of 18,4 of 8,1 of 1,6 of 14,0:55,0,0,0%,0 of 7,18 of 28,56%,13 of 23,0,0:02,0,0,---,0 of 0,15 of 27,47%,11 of 23,1,1,http://ufcstats.com/fight-details/9afcb091777f6a83
1 of 4,0 of 1,3 of 11,0 of 1,1 of 1,3 of 14,11 of 13,1 of 6,2 of 10,0 of 0,0 of 1,14 of 28,2:12,0,0,25%,2 of 8,14 of 28,25%,4 of 16,0,1:12,0,1,---,0 of 0,37 of 54,48%,14 of 29,0,1,http://ufcstats.com/fight-details/50bdcb20286690ff
0 of 0,0 of 0,0 of 6,0 of 1,0 of 0,0 of 5,0 of 0,0 of 1,4 of 7,4 of 5,0 of 0,0 of 3,0:02,0,0,---,0 of 0,0 of 6,0%,0 of 6,0,0:01,0,1,0%,0 of 1,4 of 8,50%,4 of 8,0,1,http://ufcstats.com/fight-details/c715c165cb3469d2
7 of 8,0 of 0,1 of 2,0 of 0,1 of 1,7 of 9,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0:04,0,0,---,0 of 0,12 of 15,80%,8 of 10,0,0:00,0,0,0%,0 of 2,0 of 0,---,0 of 0,0,1,http://ufcstats.com/fight-details/b2a91be41c3233cd
0 of 0,0 of 0,9 of 37,2 of 2,0 of 1,7 of 34,0 of 0,1 of 1,17 of 44,8 of 13,5 of 12,5 of 20,0:04,0,0,33%,1 of 3,9 of 37,24%,9 of 37,0,0:00,0,0,---,0 of 0,18 of 45,40%,18 of 45,0,1,http://ufcstats.com/fight-details/11e7f12ecb2d1597
0 of 0,0 of 0,11 of 49,5 of 6,1 of 2,5 of 41,0 of 0,2 of 2,21 of 59,12 of 15,4 of 19,7 of 27,0:12,0,0,50%,1 of 2,11 of 49,22%,11 of 49,0,0:00,0,0,---,0 of 0,23 of 61,37%,23 of 61,0,2,http://ufcstats.com/fight-details/11e7f12ecb2d1597
0 of 0,2 of 2,4 of 17,1 of 1,2 of 2,3 of 16,0 of 0,1 of 1,5 of 22,3 of 4,1 of 5,2 of 14,0:00,0,0,0%,0 of 1,6 of 19,31%,6 of 19,0,0:01,0,0,---,0 of 0,6 of 23,26%,6 of 23,1,3,http://ufcstats.com/fight-details/11e7f12ecb2d1597
0 of 0,2 of 2,5 of 25,0 of 0,5 of 7,2 of 20,0 of 0,1 of 1,8 of 18,0 of 0,3 of 4,6 of 15,0:21,0,0,---,0 of 0,11 of 31,25%,7 of 27,0,2:10,0,0,33%,2 of 6,16 of 27,47%,9 of 19,0,1,http://ufcstats.com/fight-details/977e37adadd1b8ad
0 of 0,1 of 1,15 of 61,1 of 3,10 of 12,5 of 47,0 of 0,0 of 0,18 of 56,1 of 3,9 of 10,8 of 43,0:00,0,0,---,0 of 0,16 of 62,25%,16 of 62,0,0:08,0,0,0%,0 of 3,18 of 56,32%,18 of 56,0,2,http://ufcstats.com/fight-details/977e37adadd1b8ad
0 of 0,2 of 4,20 of 79,4 of 5,7 of 8,11 of 70,0 of 0,0 of 0,23 of 53,3 of 3,12 of 16,8 of 34,0:00,0,0,---,0 of 0,25 of 86,26%,22 of 83,0,0:06,0,0,0%,0 of 2,23 of 53,43%,23 of 53,0,3,http://ufcstats.com/fight-details/977e37adadd1b8ad
0 of 0,0 of 0,0 of 14,0 of 0,0 of 2,0 of 12,1 of 1,0 of 0,1 of 6,0 of 0,2 of 2,0 of 5,0:00,0,0,---,0 of 0,0 of 14,0%,0 of 14,0,1:21,0,1,100%,2 of 2,4 of 9,28%,2 of 7,0,1,http://ufcstats.com/fight-details/0695d1f42b1550a2
0 of 0,0 of 0,6 of 13,0 of 0,0 of 1,6 of 12,5 of 5,2 of 2,15 of 46,1 of 1,5 of 7,16 of 45,1:18,1,0,0%,0 of 2,33 of 42,46%,6 of 13,0,0:22,0,1,---,0 of 0,28 of 60,41%,22 of 53,0,1,http://ufcstats.com/fight-details/0be68308b5d63a47
0 of 0,0 of 0,4 of 6,0 of 0,2 of 2,2 of 4,9 of 9,0 of 0,9 of 18,0 of 0,5 of 5,13 of 22,0:00,0,0,---,0 of 0,13 of 15,66%,4 of 6,0,3:56,0,1,---,0 of 0,49 of 60,66%,18 of 27,0,2,http://ufcstats.com/fight-details/0be68308b5d63a47
